race_Id,year,round,circuit_Id,race_name,date,time,timestamp
302,1992,14,27,Portuguese Grand Prix,1992-09-27,\N,2025-03-26 20:53:56.531855
303,1992,15,22,Japanese Grand Prix,1992-10-25,\N,2025-03-26 20:53:56.531855
304,1992,16,29,Australian Grand Prix,1992-11-08,\N,2025-03-26 20:53:56.531855
305,1991,1,33,United States Grand Prix,1991-03-10,\N,2025-03-26 20:53:56.531855
306,1991,2,18,Brazilian Grand Prix,1991-03-24,\N,2025-03-26 20:53:56.531855
307,1991,3,21,San Marino Grand Prix,1991-04-28,\N,2025-03-26 20:53:56.531855
308,1991,4,6,Monaco Grand Prix,1991-05-12,\N,2025-03-26 20:53:56.531855
309,1991,5,7,Canadian Grand Prix,1991-06-02,\N,2025-03-26 20:53:56.531855
310,1991,6,32,Mexican Grand Prix,1991-06-16,\N,2025-03-26 20:53:56.531855
311,1991,7,8,French Grand Prix,1991-07-07,\N,2025-03-26 20:53:56.531855
312,1991,8,9,British Grand Prix,1991-07-14,\N,2025-03-26 20:53:56.531855
313,1991,9,10,German Grand Prix,1991-07-28,\N,2025-03-26 20:53:56.531855
314,1991,10,11,Hungarian Grand Prix,1991-08-11,\N,2025-03-26 20:53:56.531855
315,1991,11,13,Belgian Grand Prix,1991-08-25,\N,2025-03-26 20:53:56.531855
316,1991,12,14,Italian Grand Prix,1991-09-08,\N,2025-03-26 20:53:56.531855
317,1991,13,27,Portuguese Grand Prix,1991-09-22,\N,2025-03-26 20:53:56.531855
318,1991,14,4,Spanish Grand Prix,1991-09-29,\N,2025-03-26 20:53:56.531855
319,1991,15,22,Japanese Grand Prix,1991-10-20,\N,2025-03-26 20:53:56.531855
320,1991,16,29,Australian Grand Prix,1991-11-03,\N,2025-03-26 20:53:56.531855
321,1990,1,33,United States Grand Prix,1990-03-11,\N,2025-03-26 20:53:56.531855
322,1990,2,18,Brazilian Grand Prix,1990-03-25,\N,2025-03-26 20:53:56.531855
323,1990,3,21,San Marino Grand Prix,1990-05-13,\N,2025-03-26 20:53:56.531855
324,1990,4,6,Monaco Grand Prix,1990-05-27,\N,2025-03-26 20:53:56.531855
325,1990,5,7,Canadian Grand Prix,1990-06-10,\N,2025-03-26 20:53:56.531855
326,1990,6,32,Mexican Grand Prix,1990-06-24,\N,2025-03-26 20:53:56.531855
327,1990,7,34,French Grand Prix,1990-07-08,\N,2025-03-26 20:53:56.531855
328,1990,8,9,British Grand Prix,1990-07-15,\N,2025-03-26 20:53:56.531855
329,1990,9,10,German Grand Prix,1990-07-29,\N,2025-03-26 20:53:56.531855
330,1990,10,11,Hungarian Grand Prix,1990-08-12,\N,2025-03-26 20:53:56.531855
331,1990,11,13,Belgian Grand Prix,1990-08-26,\N,2025-03-26 20:53:56.531855
332,1990,12,14,Italian Grand Prix,1990-09-09,\N,2025-03-26 20:53:56.531855
333,1990,13,27,Portuguese Grand Prix,1990-09-23,\N,2025-03-26 20:53:56.531855
334,1990,14,26,Spanish Grand Prix,1990-09-30,\N,2025-03-26 20:53:56.531855
335,1990,15,22,Japanese Grand Prix,1990-10-21,\N,2025-03-26 20:53:56.531855
336,1990,16,29,Australian Grand Prix,1990-11-04,\N,2025-03-26 20:53:56.531855
337,2010,1,3,Bahrain Grand Prix,2010-03-14,12:00:00,2025-03-26 20:53:56.531855
338,2010,2,1,Australian Grand Prix,2010-03-28,06:00:00,2025-03-26 20:53:56.531855
339,2010,3,2,Malaysian Grand Prix,2010-04-04,08:00:00,2025-03-26 20:53:56.531855
340,2010,4,17,Chinese Grand Prix,2010-04-18,06:00:00,2025-03-26 20:53:56.531855
341,2010,5,4,Spanish Grand Prix,2010-05-09,12:00:00,2025-03-26 20:53:56.531855
342,2010,6,6,Monaco Grand Prix,2010-05-16,12:00:00,2025-03-26 20:53:56.531855
343,2010,7,5,Turkish Grand Prix,2010-05-30,11:00:00,2025-03-26 20:53:56.531855
344,2010,8,7,Canadian Grand Prix,2010-06-13,16:00:00,2025-03-26 20:53:56.531855
345,2010,9,12,European Grand Prix,2010-06-27,12:00:00,2025-03-26 20:53:56.531855
346,2010,10,9,British Grand Prix,2010-07-11,12:00:00,2025-03-26 20:53:56.531855
347,2010,11,10,German Grand Prix,2010-07-25,12:00:00,2025-03-26 20:53:56.531855
348,2010,12,11,Hungarian Grand Prix,2010-08-01,12:00:00,2025-03-26 20:53:56.531855
349,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,2025-03-26 20:53:56.531855
350,2010,14,14,Italian Grand Prix,2010-09-12,12:00:00,2025-03-26 20:53:56.531855
351,2010,15,15,Singapore Grand Prix,2010-09-26,12:00:00,2025-03-26 20:53:56.531855
352,2010,16,22,Japanese Grand Prix,2010-10-10,06:00:00,2025-03-26 20:53:56.531855
353,2010,17,35,Korean Grand Prix,2010-10-24,05:00:00,2025-03-26 20:53:56.531855
354,2010,18,18,Brazilian Grand Prix,2010-11-07,16:00:00,2025-03-26 20:53:56.531855
355,2010,19,24,Abu Dhabi Grand Prix,2010-11-14,13:00:00,2025-03-26 20:53:56.531855
356,1989,1,36,Brazilian Grand Prix,1989-03-26,\N,2025-03-26 20:53:56.531855
357,1989,2,21,San Marino Grand Prix,1989-04-23,\N,2025-03-26 20:53:56.531855
358,1989,3,6,Monaco Grand Prix,1989-05-07,\N,2025-03-26 20:53:56.531855
359,1989,4,32,Mexican Grand Prix,1989-05-28,\N,2025-03-26 20:53:56.531855
360,1989,5,33,United States Grand Prix,1989-06-04,\N,2025-03-26 20:53:56.531855
361,1989,6,7,Canadian Grand Prix,1989-06-18,\N,2025-03-26 20:53:56.531855
362,1989,7,34,French Grand Prix,1989-07-09,\N,2025-03-26 20:53:56.531855
363,1989,8,9,British Grand Prix,1989-07-16,\N,2025-03-26 20:53:56.531855
364,1989,9,10,German Grand Prix,1989-07-30,\N,2025-03-26 20:53:56.531855
365,1989,10,11,Hungarian Grand Prix,1989-08-13,\N,2025-03-26 20:53:56.531855
366,1989,11,13,Belgian Grand Prix,1989-08-27,\N,2025-03-26 20:53:56.531855
367,1989,12,14,Italian Grand Prix,1989-09-10,\N,2025-03-26 20:53:56.531855
368,1989,13,27,Portuguese Grand Prix,1989-09-24,\N,2025-03-26 20:53:56.531855
369,1989,14,26,Spanish Grand Prix,1989-10-01,\N,2025-03-26 20:53:56.531855
370,1989,15,22,Japanese Grand Prix,1989-10-22,\N,2025-03-26 20:53:56.531855
371,1989,16,29,Australian Grand Prix,1989-11-05,\N,2025-03-26 20:53:56.531855
372,1988,1,36,Brazilian Grand Prix,1988-04-03,\N,2025-03-26 20:53:56.531855
373,1988,2,21,San Marino Grand Prix,1988-05-01,\N,2025-03-26 20:53:56.531855
374,1988,3,6,Monaco Grand Prix,1988-05-15,\N,2025-03-26 20:53:56.531855
375,1988,4,32,Mexican Grand Prix,1988-05-29,\N,2025-03-26 20:53:56.531855
376,1988,5,7,Canadian Grand Prix,1988-06-12,\N,2025-03-26 20:53:56.531855
377,1988,6,37,Detroit Grand Prix,1988-06-19,\N,2025-03-26 20:53:56.531855
378,1988,7,34,French Grand Prix,1988-07-03,\N,2025-03-26 20:53:56.531855
379,1988,8,9,British Grand Prix,1988-07-10,\N,2025-03-26 20:53:56.531855
380,1988,9,10,German Grand Prix,1988-07-24,\N,2025-03-26 20:53:56.531855
381,1988,10,11,Hungarian Grand Prix,1988-08-07,\N,2025-03-26 20:53:56.531855
382,1988,11,13,Belgian Grand Prix,1988-08-28,\N,2025-03-26 20:53:56.531855
383,1988,12,14,Italian Grand Prix,1988-09-11,\N,2025-03-26 20:53:56.531855
384,1988,13,27,Portuguese Grand Prix,1988-09-25,\N,2025-03-26 20:53:56.531855
385,1988,14,26,Spanish Grand Prix,1988-10-02,\N,2025-03-26 20:53:56.531855
386,1988,15,22,Japanese Grand Prix,1988-10-30,\N,2025-03-26 20:53:56.531855
387,1988,16,29,Australian Grand Prix,1988-11-13,\N,2025-03-26 20:53:56.531855
388,1987,1,36,Brazilian Grand Prix,1987-04-12,\N,2025-03-26 20:53:56.531855
389,1987,2,21,San Marino Grand Prix,1987-05-03,\N,2025-03-26 20:53:56.531855
390,1987,3,13,Belgian Grand Prix,1987-05-17,\N,2025-03-26 20:53:56.531855
391,1987,4,6,Monaco Grand Prix,1987-05-31,\N,2025-03-26 20:53:56.531855
392,1987,5,37,Detroit Grand Prix,1987-06-21,\N,2025-03-26 20:53:56.531855
393,1987,6,34,French Grand Prix,1987-07-05,\N,2025-03-26 20:53:56.531855
394,1987,7,9,British Grand Prix,1987-07-12,\N,2025-03-26 20:53:56.531855
395,1987,8,10,German Grand Prix,1987-07-26,\N,2025-03-26 20:53:56.531855
396,1987,9,11,Hungarian Grand Prix,1987-08-09,\N,2025-03-26 20:53:56.531855
397,1987,10,23,Austrian Grand Prix,1987-08-16,\N,2025-03-26 20:53:56.531855
398,1987,11,14,Italian Grand Prix,1987-09-06,\N,2025-03-26 20:53:56.531855
399,1987,12,27,Portuguese Grand Prix,1987-09-20,\N,2025-03-26 20:53:56.531855
400,1987,13,26,Spanish Grand Prix,1987-09-27,\N,2025-03-26 20:53:56.531855
401,1987,14,32,Mexican Grand Prix,1987-10-18,\N,2025-03-26 20:53:56.531855
402,1987,15,22,Japanese Grand Prix,1987-11-01,\N,2025-03-26 20:53:56.531855
403,1987,16,29,Australian Grand Prix,1987-11-15,\N,2025-03-26 20:53:56.531855
404,1986,1,36,Brazilian Grand Prix,1986-03-23,\N,2025-03-26 20:53:56.531855
405,1986,2,26,Spanish Grand Prix,1986-04-13,\N,2025-03-26 20:53:56.531855
406,1986,3,21,San Marino Grand Prix,1986-04-27,\N,2025-03-26 20:53:56.531855
407,1986,4,6,Monaco Grand Prix,1986-05-11,\N,2025-03-26 20:53:56.531855
408,1986,5,13,Belgian Grand Prix,1986-05-25,\N,2025-03-26 20:53:56.531855
409,1986,6,7,Canadian Grand Prix,1986-06-15,\N,2025-03-26 20:53:56.531855
410,1986,7,37,Detroit Grand Prix,1986-06-22,\N,2025-03-26 20:53:56.531855
411,1986,8,34,French Grand Prix,1986-07-06,\N,2025-03-26 20:53:56.531855
412,1986,9,38,British Grand Prix,1986-07-13,\N,2025-03-26 20:53:56.531855
413,1986,10,10,German Grand Prix,1986-07-27,\N,2025-03-26 20:53:56.531855
414,1986,11,11,Hungarian Grand Prix,1986-08-10,\N,2025-03-26 20:53:56.531855
415,1986,12,23,Austrian Grand Prix,1986-08-17,\N,2025-03-26 20:53:56.531855
416,1986,13,14,Italian Grand Prix,1986-09-07,\N,2025-03-26 20:53:56.531855
417,1986,14,27,Portuguese Grand Prix,1986-09-21,\N,2025-03-26 20:53:56.531855
418,1986,15,32,Mexican Grand Prix,1986-10-12,\N,2025-03-26 20:53:56.531855
419,1986,16,29,Australian Grand Prix,1986-10-26,\N,2025-03-26 20:53:56.531855
420,1985,1,36,Brazilian Grand Prix,1985-04-07,\N,2025-03-26 20:53:56.531855
421,1985,2,27,Portuguese Grand Prix,1985-04-21,\N,2025-03-26 20:53:56.531855
422,1985,3,21,San Marino Grand Prix,1985-05-05,\N,2025-03-26 20:53:56.531855
423,1985,4,6,Monaco Grand Prix,1985-05-19,\N,2025-03-26 20:53:56.531855
424,1985,5,7,Canadian Grand Prix,1985-06-16,\N,2025-03-26 20:53:56.531855
425,1985,6,37,Detroit Grand Prix,1985-06-23,\N,2025-03-26 20:53:56.531855
426,1985,7,34,French Grand Prix,1985-07-07,\N,2025-03-26 20:53:56.531855
427,1985,8,9,British Grand Prix,1985-07-21,\N,2025-03-26 20:53:56.531855
428,1985,9,20,German Grand Prix,1985-08-04,\N,2025-03-26 20:53:56.531855
429,1985,10,23,Austrian Grand Prix,1985-08-18,\N,2025-03-26 20:53:56.531855
430,1985,11,39,Dutch Grand Prix,1985-08-25,\N,2025-03-26 20:53:56.531855
431,1985,12,14,Italian Grand Prix,1985-09-08,\N,2025-03-26 20:53:56.531855
432,1985,13,13,Belgian Grand Prix,1985-09-15,\N,2025-03-26 20:53:56.531855
433,1985,14,38,European Grand Prix,1985-10-06,\N,2025-03-26 20:53:56.531855
434,1985,15,30,South African Grand Prix,1985-10-19,\N,2025-03-26 20:53:56.531855
435,1985,16,29,Australian Grand Prix,1985-11-03,\N,2025-03-26 20:53:56.531855
436,1984,1,36,Brazilian Grand Prix,1984-03-25,\N,2025-03-26 20:53:56.531855
437,1984,2,30,South African Grand Prix,1984-04-07,\N,2025-03-26 20:53:56.531855
438,1984,3,40,Belgian Grand Prix,1984-04-29,\N,2025-03-26 20:53:56.531855
439,1984,4,21,San Marino Grand Prix,1984-05-06,\N,2025-03-26 20:53:56.531855
440,1984,5,41,French Grand Prix,1984-05-20,\N,2025-03-26 20:53:56.531855
441,1984,6,6,Monaco Grand Prix,1984-06-03,\N,2025-03-26 20:53:56.531855
442,1984,7,7,Canadian Grand Prix,1984-06-17,\N,2025-03-26 20:53:56.531855
443,1984,8,37,Detroit Grand Prix,1984-06-24,\N,2025-03-26 20:53:56.531855
444,1984,9,42,Dallas Grand Prix,1984-07-08,\N,2025-03-26 20:53:56.531855
445,1984,10,38,British Grand Prix,1984-07-22,\N,2025-03-26 20:53:56.531855
446,1984,11,10,German Grand Prix,1984-08-05,\N,2025-03-26 20:53:56.531855
447,1984,12,23,Austrian Grand Prix,1984-08-19,\N,2025-03-26 20:53:56.531855
448,1984,13,39,Dutch Grand Prix,1984-08-26,\N,2025-03-26 20:53:56.531855
449,1984,14,14,Italian Grand Prix,1984-09-09,\N,2025-03-26 20:53:56.531855
450,1984,15,20,European Grand Prix,1984-10-07,\N,2025-03-26 20:53:56.531855
451,1984,16,27,Portuguese Grand Prix,1984-10-21,\N,2025-03-26 20:53:56.531855
452,1983,1,36,Brazilian Grand Prix,1983-03-13,\N,2025-03-26 20:53:56.531855
453,1983,2,43,United States Grand Prix West,1983-03-27,\N,2025-03-26 20:53:56.531855
454,1983,3,34,French Grand Prix,1983-04-17,\N,2025-03-26 20:53:56.531855
455,1983,4,21,San Marino Grand Prix,1983-05-01,\N,2025-03-26 20:53:56.531855
456,1983,5,6,Monaco Grand Prix,1983-05-15,\N,2025-03-26 20:53:56.531855
457,1983,6,13,Belgian Grand Prix,1983-05-22,\N,2025-03-26 20:53:56.531855
458,1983,7,37,Detroit Grand Prix,1983-06-05,\N,2025-03-26 20:53:56.531855
459,1983,8,7,Canadian Grand Prix,1983-06-12,\N,2025-03-26 20:53:56.531855
460,1983,9,9,British Grand Prix,1983-07-16,\N,2025-03-26 20:53:56.531855
461,1983,10,10,German Grand Prix,1983-08-07,\N,2025-03-26 20:53:56.531855
462,1983,11,23,Austrian Grand Prix,1983-08-14,\N,2025-03-26 20:53:56.531855
463,1983,12,39,Dutch Grand Prix,1983-08-28,\N,2025-03-26 20:53:56.531855
464,1983,13,14,Italian Grand Prix,1983-09-11,\N,2025-03-26 20:53:56.531855
465,1983,14,38,European Grand Prix,1983-09-25,\N,2025-03-26 20:53:56.531855
466,1983,15,30,South African Grand Prix,1983-10-15,\N,2025-03-26 20:53:56.531855
467,1982,1,30,South African Grand Prix,1982-01-23,\N,2025-03-26 20:53:56.531855
468,1982,2,36,Brazilian Grand Prix,1982-03-21,\N,2025-03-26 20:53:56.531855
469,1982,3,43,United States Grand Prix West,1982-04-04,\N,2025-03-26 20:53:56.531855
470,1982,4,21,San Marino Grand Prix,1982-04-25,\N,2025-03-26 20:53:56.531855
471,1982,5,40,Belgian Grand Prix,1982-05-09,\N,2025-03-26 20:53:56.531855
472,1982,6,6,Monaco Grand Prix,1982-05-23,\N,2025-03-26 20:53:56.531855
473,1982,7,37,Detroit Grand Prix,1982-06-06,\N,2025-03-26 20:53:56.531855
474,1982,8,7,Canadian Grand Prix,1982-06-13,\N,2025-03-26 20:53:56.531855
475,1982,9,39,Dutch Grand Prix,1982-07-03,\N,2025-03-26 20:53:56.531855
476,1982,10,38,British Grand Prix,1982-07-18,\N,2025-03-26 20:53:56.531855
477,1982,11,34,French Grand Prix,1982-07-25,\N,2025-03-26 20:53:56.531855
478,1982,12,10,German Grand Prix,1982-08-08,\N,2025-03-26 20:53:56.531855
479,1982,13,23,Austrian Grand Prix,1982-08-15,\N,2025-03-26 20:53:56.531855
480,1982,14,41,Swiss Grand Prix,1982-08-29,\N,2025-03-26 20:53:56.531855
481,1982,15,14,Italian Grand Prix,1982-09-12,\N,2025-03-26 20:53:56.531855
482,1982,16,44,Caesars Palace Grand Prix,1982-09-25,\N,2025-03-26 20:53:56.531855
483,1981,1,43,United States Grand Prix West,1981-03-15,\N,2025-03-26 20:53:56.531855
484,1981,2,36,Brazilian Grand Prix,1981-03-29,\N,2025-03-26 20:53:56.531855
485,1981,3,25,Argentine Grand Prix,1981-04-12,\N,2025-03-26 20:53:56.531855
486,1981,4,21,San Marino Grand Prix,1981-05-03,\N,2025-03-26 20:53:56.531855
487,1981,5,40,Belgian Grand Prix,1981-05-17,\N,2025-03-26 20:53:56.531855
488,1981,6,6,Monaco Grand Prix,1981-05-31,\N,2025-03-26 20:53:56.531855
489,1981,7,45,Spanish Grand Prix,1981-06-21,\N,2025-03-26 20:53:56.531855
490,1981,8,41,French Grand Prix,1981-07-05,\N,2025-03-26 20:53:56.531855
491,1981,9,9,British Grand Prix,1981-07-18,\N,2025-03-26 20:53:56.531855
492,1981,10,10,German Grand Prix,1981-08-02,\N,2025-03-26 20:53:56.531855
493,1981,11,23,Austrian Grand Prix,1981-08-16,\N,2025-03-26 20:53:56.531855
494,1981,12,39,Dutch Grand Prix,1981-08-30,\N,2025-03-26 20:53:56.531855
495,1981,13,14,Italian Grand Prix,1981-09-13,\N,2025-03-26 20:53:56.531855
496,1981,14,7,Canadian Grand Prix,1981-09-27,\N,2025-03-26 20:53:56.531855
497,1981,15,44,Caesars Palace Grand Prix,1981-10-17,\N,2025-03-26 20:53:56.531855
498,1980,1,25,Argentine Grand Prix,1980-01-13,\N,2025-03-26 20:53:56.531855
499,1980,2,18,Brazilian Grand Prix,1980-01-27,\N,2025-03-26 20:53:56.531855
500,1980,3,30,South African Grand Prix,1980-03-01,\N,2025-03-26 20:53:56.531855
501,1980,4,43,United States Grand Prix West,1980-03-30,\N,2025-03-26 20:53:56.531855
502,1980,5,40,Belgian Grand Prix,1980-05-04,\N,2025-03-26 20:53:56.531855
503,1980,6,6,Monaco Grand Prix,1980-05-18,\N,2025-03-26 20:53:56.531855
504,1980,7,34,French Grand Prix,1980-06-29,\N,2025-03-26 20:53:56.531855
505,1980,8,38,British Grand Prix,1980-07-13,\N,2025-03-26 20:53:56.531855
506,1980,9,10,German Grand Prix,1980-08-10,\N,2025-03-26 20:53:56.531855
507,1980,10,23,Austrian Grand Prix,1980-08-17,\N,2025-03-26 20:53:56.531855
508,1980,11,39,Dutch Grand Prix,1980-08-31,\N,2025-03-26 20:53:56.531855
509,1980,12,21,Italian Grand Prix,1980-09-14,\N,2025-03-26 20:53:56.531855
510,1980,13,7,Canadian Grand Prix,1980-09-28,\N,2025-03-26 20:53:56.531855
511,1980,14,46,United States Grand Prix,1980-10-05,\N,2025-03-26 20:53:56.531855
512,1979,1,25,Argentine Grand Prix,1979-01-21,\N,2025-03-26 20:53:56.531855
513,1979,2,18,Brazilian Grand Prix,1979-02-04,\N,2025-03-26 20:53:56.531855
514,1979,3,30,South African Grand Prix,1979-03-03,\N,2025-03-26 20:53:56.531855
515,1979,4,43,United States Grand Prix West,1979-04-08,\N,2025-03-26 20:53:56.531855
516,1979,5,45,Spanish Grand Prix,1979-04-29,\N,2025-03-26 20:53:56.531855
517,1979,6,40,Belgian Grand Prix,1979-05-13,\N,2025-03-26 20:53:56.531855
518,1979,7,6,Monaco Grand Prix,1979-05-27,\N,2025-03-26 20:53:56.531855
519,1979,8,41,French Grand Prix,1979-07-01,\N,2025-03-26 20:53:56.531855
520,1979,9,9,British Grand Prix,1979-07-14,\N,2025-03-26 20:53:56.531855
521,1979,10,10,German Grand Prix,1979-07-29,\N,2025-03-26 20:53:56.531855
522,1979,11,23,Austrian Grand Prix,1979-08-12,\N,2025-03-26 20:53:56.531855
523,1979,12,39,Dutch Grand Prix,1979-08-26,\N,2025-03-26 20:53:56.531855
524,1979,13,14,Italian Grand Prix,1979-09-09,\N,2025-03-26 20:53:56.531855
525,1979,14,7,Canadian Grand Prix,1979-09-30,\N,2025-03-26 20:53:56.531855
526,1979,15,46,United States Grand Prix,1979-10-07,\N,2025-03-26 20:53:56.531855
527,1978,1,25,Argentine Grand Prix,1978-01-15,\N,2025-03-26 20:53:56.531855
528,1978,2,36,Brazilian Grand Prix,1978-01-29,\N,2025-03-26 20:53:56.531855
529,1978,3,30,South African Grand Prix,1978-03-04,\N,2025-03-26 20:53:56.531855
530,1978,4,43,United States Grand Prix West,1978-04-02,\N,2025-03-26 20:53:56.531855
531,1978,5,6,Monaco Grand Prix,1978-05-07,\N,2025-03-26 20:53:56.531855
532,1978,6,40,Belgian Grand Prix,1978-05-21,\N,2025-03-26 20:53:56.531855
533,1978,7,45,Spanish Grand Prix,1978-06-04,\N,2025-03-26 20:53:56.531855
534,1978,8,47,Swedish Grand Prix,1978-06-17,\N,2025-03-26 20:53:56.531855
535,1978,9,34,French Grand Prix,1978-07-02,\N,2025-03-26 20:53:56.531855
536,1978,10,38,British Grand Prix,1978-07-16,\N,2025-03-26 20:53:56.531855
537,1978,11,10,German Grand Prix,1978-07-30,\N,2025-03-26 20:53:56.531855
538,1978,12,23,Austrian Grand Prix,1978-08-13,\N,2025-03-26 20:53:56.531855
539,1978,13,39,Dutch Grand Prix,1978-08-27,\N,2025-03-26 20:53:56.531855
540,1978,14,14,Italian Grand Prix,1978-09-10,\N,2025-03-26 20:53:56.531855
541,1978,15,46,United States Grand Prix,1978-10-01,\N,2025-03-26 20:53:56.531855
542,1978,16,7,Canadian Grand Prix,1978-10-08,\N,2025-03-26 20:53:56.531855
543,1977,1,25,Argentine Grand Prix,1977-01-09,\N,2025-03-26 20:53:56.531855
544,1977,2,18,Brazilian Grand Prix,1977-01-23,\N,2025-03-26 20:53:56.531855
545,1977,3,30,South African Grand Prix,1977-03-05,\N,2025-03-26 20:53:56.531855
546,1977,4,43,United States Grand Prix West,1977-04-03,\N,2025-03-26 20:53:56.531855
547,1977,5,45,Spanish Grand Prix,1977-05-08,\N,2025-03-26 20:53:56.531855
548,1977,6,6,Monaco Grand Prix,1977-05-22,\N,2025-03-26 20:53:56.531855
549,1977,7,40,Belgian Grand Prix,1977-06-05,\N,2025-03-26 20:53:56.531855
550,1977,8,47,Swedish Grand Prix,1977-06-19,\N,2025-03-26 20:53:56.531855
551,1977,9,41,French Grand Prix,1977-07-03,\N,2025-03-26 20:53:56.531855
552,1977,10,9,British Grand Prix,1977-07-16,\N,2025-03-26 20:53:56.531855
553,1977,11,10,German Grand Prix,1977-07-31,\N,2025-03-26 20:53:56.531855
554,1977,12,23,Austrian Grand Prix,1977-08-14,\N,2025-03-26 20:53:56.531855
555,1977,13,39,Dutch Grand Prix,1977-08-28,\N,2025-03-26 20:53:56.531855
556,1977,14,14,Italian Grand Prix,1977-09-11,\N,2025-03-26 20:53:56.531855
557,1977,15,46,United States Grand Prix,1977-10-02,\N,2025-03-26 20:53:56.531855
558,1977,16,48,Canadian Grand Prix,1977-10-09,\N,2025-03-26 20:53:56.531855
559,1977,17,16,Japanese Grand Prix,1977-10-23,\N,2025-03-26 20:53:56.531855
560,1976,1,18,Brazilian Grand Prix,1976-01-25,\N,2025-03-26 20:53:56.531855
561,1976,2,30,South African Grand Prix,1976-03-06,\N,2025-03-26 20:53:56.531855
562,1976,3,43,United States Grand Prix West,1976-03-28,\N,2025-03-26 20:53:56.531855
563,1976,4,45,Spanish Grand Prix,1976-05-02,\N,2025-03-26 20:53:56.531855
564,1976,5,40,Belgian Grand Prix,1976-05-16,\N,2025-03-26 20:53:56.531855
565,1976,6,6,Monaco Grand Prix,1976-05-30,\N,2025-03-26 20:53:56.531855
566,1976,7,47,Swedish Grand Prix,1976-06-13,\N,2025-03-26 20:53:56.531855
567,1976,8,34,French Grand Prix,1976-07-04,\N,2025-03-26 20:53:56.531855
568,1976,9,38,British Grand Prix,1976-07-18,\N,2025-03-26 20:53:56.531855
569,1976,10,20,German Grand Prix,1976-08-01,\N,2025-03-26 20:53:56.531855
570,1976,11,23,Austrian Grand Prix,1976-08-15,\N,2025-03-26 20:53:56.531855
571,1976,12,39,Dutch Grand Prix,1976-08-29,\N,2025-03-26 20:53:56.531855
572,1976,13,14,Italian Grand Prix,1976-09-12,\N,2025-03-26 20:53:56.531855
573,1976,14,48,Canadian Grand Prix,1976-10-03,\N,2025-03-26 20:53:56.531855
574,1976,15,46,United States Grand Prix,1976-10-10,\N,2025-03-26 20:53:56.531855
575,1976,16,16,Japanese Grand Prix,1976-10-24,\N,2025-03-26 20:53:56.531855
576,1975,1,25,Argentine Grand Prix,1975-01-12,\N,2025-03-26 20:53:56.531855
577,1975,2,18,Brazilian Grand Prix,1975-01-26,\N,2025-03-26 20:53:56.531855
578,1975,3,30,South African Grand Prix,1975-03-01,\N,2025-03-26 20:53:56.531855
579,1975,4,49,Spanish Grand Prix,1975-04-27,\N,2025-03-26 20:53:56.531855
580,1975,5,6,Monaco Grand Prix,1975-05-11,\N,2025-03-26 20:53:56.531855
581,1975,6,40,Belgian Grand Prix,1975-05-25,\N,2025-03-26 20:53:56.531855
582,1975,7,47,Swedish Grand Prix,1975-06-08,\N,2025-03-26 20:53:56.531855
583,1975,8,39,Dutch Grand Prix,1975-06-22,\N,2025-03-26 20:53:56.531855
584,1975,9,34,French Grand Prix,1975-07-06,\N,2025-03-26 20:53:56.531855
585,1975,10,9,British Grand Prix,1975-07-19,\N,2025-03-26 20:53:56.531855
586,1975,11,20,German Grand Prix,1975-08-03,\N,2025-03-26 20:53:56.531855
587,1975,12,23,Austrian Grand Prix,1975-08-17,\N,2025-03-26 20:53:56.531855
588,1975,13,14,Italian Grand Prix,1975-09-07,\N,2025-03-26 20:53:56.531855
589,1975,14,46,United States Grand Prix,1975-10-05,\N,2025-03-26 20:53:56.531855
590,1974,1,25,Argentine Grand Prix,1974-01-13,\N,2025-03-26 20:53:56.531855
591,1974,2,18,Brazilian Grand Prix,1974-01-27,\N,2025-03-26 20:53:56.531855
592,1974,3,30,South African Grand Prix,1974-03-30,\N,2025-03-26 20:53:56.531855
593,1974,4,45,Spanish Grand Prix,1974-04-28,\N,2025-03-26 20:53:56.531855
594,1974,5,50,Belgian Grand Prix,1974-05-12,\N,2025-03-26 20:53:56.531855
595,1974,6,6,Monaco Grand Prix,1974-05-26,\N,2025-03-26 20:53:56.531855
596,1974,7,47,Swedish Grand Prix,1974-06-09,\N,2025-03-26 20:53:56.531855
597,1974,8,39,Dutch Grand Prix,1974-06-23,\N,2025-03-26 20:53:56.531855
598,1974,9,41,French Grand Prix,1974-07-07,\N,2025-03-26 20:53:56.531855
599,1974,10,38,British Grand Prix,1974-07-20,\N,2025-03-26 20:53:56.531855
600,1974,11,20,German Grand Prix,1974-08-04,\N,2025-03-26 20:53:56.531855
601,1974,12,23,Austrian Grand Prix,1974-08-18,\N,2025-03-26 20:53:56.531855
602,1974,13,14,Italian Grand Prix,1974-09-08,\N,2025-03-26 20:53:56.531855
603,1974,14,48,Canadian Grand Prix,1974-09-22,\N,2025-03-26 20:53:56.531855
604,1974,15,46,United States Grand Prix,1974-10-06,\N,2025-03-26 20:53:56.531855
605,1973,1,25,Argentine Grand Prix,1973-01-28,\N,2025-03-26 20:53:56.531855
606,1973,2,18,Brazilian Grand Prix,1973-02-11,\N,2025-03-26 20:53:56.531855
607,1973,3,30,South African Grand Prix,1973-03-03,\N,2025-03-26 20:53:56.531855
608,1973,4,49,Spanish Grand Prix,1973-04-29,\N,2025-03-26 20:53:56.531855
